,title,director,actor0,actor1,genre0,genre1,district,rate,rm
3674,机器人与弗兰克,杰克·施莱尔,弗兰克·兰格拉,彼得·萨斯加德,剧情,喜剧,美国,7.5,1
3676,紫外线,科特·维莫,米拉·乔沃维奇,卡梅隆·布莱特,动作,科幻,美国,5.4,0
3677,进化危机,伊万·雷特曼,大卫·杜楚尼,朱丽安·摩尔,喜剧,科幻,美国,6.7,0
3679,记忆提取,尼尔·帕尼瑞,萨沙·罗伊茨,珍妮·莫伦,剧情,科幻,美国,7.1,1
3680,星河战队3：掠夺者,Edward Neumeier,卡斯帕·凡·迪恩,乔琳纳·布拉洛克,动作,科幻,美国,5.1,0
3685,西蒙妮,安德鲁·尼科尔,阿尔·帕西诺,薇诺娜·瑞德,剧情,喜剧,美国,7.2,1
3686,魔力女战士,卡瑞恩·库萨马,查理兹·塞隆,马尔顿·索克斯,动作,科幻,美国,5.6,0
3687,大战外星人,罗伯·莱特曼 ,瑞茜·威瑟斯彭,塞斯·罗根,喜剧,动作,美国,6.9,0
3689,时空罪恶,那奇欧·维加隆多,卡拉·埃雷贾德,Candela Fernández,剧情,科幻,西班牙,7.3,1
3690,天空上尉与明日世界,克里·孔兰,格温妮斯·帕特洛,裘德·洛,动作,科幻,美国,6.6,0
3692,天外来菌,迈克尔·塞洛蒙,本杰明·布拉特,克瑞丝塔·米勒,剧情,科幻,美国,6.8,0
3693,太空运输,Ivan Engler,Martin Rapold,Michael Finger,科幻,悬疑,瑞士,6.4,0
3695,末日侵袭,尼尔·马歇尔,罗娜·迈特拉,鲍勃·霍斯金斯,动作,科幻,英国,6.0,0
3697,灭顶之灾,M·奈特·沙马兰,马克·沃尔伯格,佐伊·丹斯切尔,科幻,悬疑,美国,6.0,0
3698,至暗之时,Chris Gorak,埃米尔·赫斯基,奥莉薇·瑟尔比,剧情,动作,美国,5.4,0
3699,毁灭战士,Andrzej Bartkowiak,道恩·强森,卡尔·厄本,动作,科幻,英国,5.9,0
3700,透明人2,Claudio Fäh,克里斯蒂安·史莱特,彼得·费辛利,动作,科幻,美国,5.7,0
3701,未来学大会,阿里·福尔曼,罗宾·怀特,哈威·凯特尔,科幻,动画,以色列,7.5,1
3702,零点定理,特瑞·吉列姆,克里斯托弗·沃尔兹,梅兰尼·蒂埃里,剧情,科幻,英国,5.7,0
3703,信号,威廉·尤班克,帕特里克·戴维森,布伦顿·思韦茨,科幻,惊悚,美国,5.9,0
3707,街区大作战,乔·考尼什,卢克·崔德威,Adam Leese,喜剧,动作,英国,6.2,0
3710,星河战队：入侵,荒牧伸志(Shinji Aramaki),Leraldo Anzaldua,Luci Christian,科幻,动画,美国,6.7,0
3711,星河战队2：联邦英雄,Phil Tippett,比利·布朗,理查德·布基,动作,科幻,美国,4.9,0
3714,魔鬼山历险记,安迪·菲克曼,道恩·强森,安娜索菲亚·罗伯,科幻,惊悚,美国,5.6,0
3715,黑暗扫描仪,理查德·林克莱特,基努·里维斯,小罗伯特·唐尼,剧情,科幻,美国,7.1,1
3716,最终幻想,坂口博信 ,温明娜,亚历克·鲍德温,动作,科幻,美国,6.8,0
3719,怪兽,加里斯·爱德华斯,惠特尼·阿贝勒,Scoot McNairy,剧情,爱情,英国,6.1,0
3720,复制娇妻,弗兰克·奥兹,妮可·基德曼,马修·布罗德里克,喜剧,科幻,美国,6.1,0
3721,魔兽战场,霍华德·麦凯恩,吉姆·卡维泽,索非亚·迈尔斯,动作,科幻,美国,5.7,0
3724,泰若星球,Aristomenis Tsirbas,埃文·蕾切尔·伍德,贾斯汀·朗,动作,科幻,美国,7.0,1
3725,星际旅行10：复仇女神,斯图尔特·贝尔德,帕特里克·斯图尔特,乔纳森·弗雷克斯,动作,科幻,美国,6.9,0
3728,生死新纪元,马修·卡索维茨,范·迪塞尔,杨紫琼,动作,科幻,美国,5.1,0
3733,伊娃,凯克·麦罗,丹尼尔·布鲁赫,玛塔·埃图娜,剧情,科幻,西班牙,6.9,0
3734,传染病,史蒂文·索德伯格,马特·达蒙,玛丽昂·歌迪亚,剧情,科幻,美国,6.4,0
3736,正义联盟：闪点悖论,杰伊·欧力瓦,贾斯汀·钱伯斯,C·托马斯·豪威尔,动作,科幻,美国,8.0,1
3737,2077日本锁国,曾利文彦,黑木明纱,松雪泰子,动作,科幻,日本,7.1,1
3738,阿波罗18号,冈扎罗·洛佩兹-加勒果,沃伦·克里斯蒂,劳埃德·欧文,科幻,惊悚,美国,5.9,0
3740,51号星球,Jorge Blanco,道恩·强森,杰西卡·贝尔,喜剧,科幻,西班牙,6.8,0
3741,星球大战：克隆战争,Dave Filoni,马特·兰特尔,Ashley Eckstein,动作,科幻,美国,7.6,1
3742,黑暗天际,斯科特·查尔斯·斯图瓦特,凯丽·拉塞尔,约什·汉密尔顿,科幻,惊悚,美国,5.9,0
3743,地下理想国,Tarik Saleh,Vincent Gallo,朱丽叶特·刘易斯,科幻,动画,瑞典,7.1,1
3745,X档案：我要相信,克里斯·卡特,大卫·杜楚尼,吉莲·安德森,剧情,科幻,美国,5.8,0
3746,亚特兰蒂斯：失落的帝国,加里·特洛斯达勒 ,迈克尔·J·福克斯,詹姆斯·加纳,科幻,动画,美国,7.4,1
3749,黑色闪电,Dmitriy Kiselev ,吉里格力·多布金,叶卡捷琳娜·维柯娃,动作,科幻,俄罗斯,6.3,0
3750,变异编年史,西蒙·亨特,托马斯·简,朗·普尔曼,动作,科幻,美国,5.2,0
3752,重返中世纪,理查德·唐纳,保罗·沃克,弗兰西丝·奥康纳,动作,科幻,美国,6.4,0
3754,拜见罗宾逊一家,Stephen J. Anderson,Daniel Hansen,安吉拉·贝塞特,喜剧,科幻,美国,7.6,1
3755,末日哲学家,约翰·赫德斯,詹姆斯·达西,苏菲·洛,剧情,科幻,美国,6.1,0
3756,火龙帝国,罗伯·鲍曼,克里斯蒂安·贝尔,马修·麦康纳,动作,科幻,英国,6.0,0
3757,超人高校,迈克·米歇尔,迈克尔·安格拉诺,玛丽·伊丽莎白·温斯特德,喜剧,科幻,美国,6.1,0
3760,灵幻夹克,约翰·梅布里,艾德里安·布洛迪,凯拉·奈特莉,剧情,科幻,美国,7.3,1
3761,机械危情,Caradog W. James,托比·斯蒂芬斯,凯蒂·洛茨,科幻,惊悚,英国,5.7,0
3763,神秘博士：火星之水,Graeme Harper,David Tennant,Lindsay Duncan,科幻,UNK,英国,9.0,1
3766,犹大之吻,J.T 泰普诺巴,查理·大卫,理查德·哈蒙,剧情,科幻,美国,6.7,0
3767,红色星球,Antony Hoffman,方·基默,凯瑞-安·莫斯,动作,科幻,美国,6.6,0
3768,幻世追踪,布莱恩·A·米勒,布鲁斯·威利斯,安拜·柴尔德斯,动作,科幻,美国,4.4,0
3769,楼上的外星人,John Schultz,卡特·詹金斯,奥斯汀·巴特勒,科幻,家庭,美国,6.4,0
3770,捕梦网,劳伦斯·卡斯丹,摩根·弗里曼,托马斯·简,科幻,惊悚,美国,6.4,0
3773,安全没有保障,科林·特雷沃罗,奥布瑞·普拉扎,杰克·约翰逊,喜剧,科幻,美国,6.5,0
3774,非常小特务2,罗伯特·罗德里格兹,达里尔·沙巴拉,阿丽夏·维加,喜剧,动作,美国,6.1,0
3775,解冻,Mark A. Lewis,宋琇萱,玛莎·麦萨克,科幻,惊悚,美国,6.2,0
3778,阿瓦隆,押井守,玛尔歌泽塔·弗雷姆夏克,Wladyslaw Kowalski,剧情,科幻,日本,7.3,1
3779,失落的大陆,布拉德·塞伯宁,威尔·法瑞尔,安娜·弗莱尔,喜剧,科幻,美国,5.5,0
3780,刀走偏锋,文森佐·纳塔利,杰瑞米·诺森,刘玉玲,科幻,悬疑,美国,6.8,0
3781,异种 3,Brad Turner,Robin Dunne,Robert Knepper,科幻,惊悚,美国,5.5,0
3783,非常小特务3,罗伯特·罗德里格兹,安东尼奥·班德拉斯,卡拉·古奇诺,喜剧,动作,美国,5.7,0
3784,诸神混乱之女神陷阱,Enki Bilal,Thomas Kretschmann,Charlotte Rampling,剧情,动作,法国,5.9,0
3785,冒名顶替,加里·弗莱德,加里·西尼斯,玛德琳·斯托,剧情,动作,美国,6.8,0
3787,宇宙战舰大和号,山崎貴,木村拓哉,黑木明纱,剧情,动作,日本,6.2,0
3789,末世殖民地,杰夫·兰弗洛,劳伦斯·菲什伯恩,凯文·席格斯,动作,科幻,加拿大,5.4,0
3790,撕裂人,詹姆斯·古恩,内森·菲利安,伊丽莎白·班克斯,喜剧,科幻,加拿大,5.9,0
3791,珍爱泉源,达伦·阿伦诺夫斯基,休·杰克曼,蕾切尔·薇兹,剧情,爱情,美国,7.0,1
3792,非常小特务,罗伯特·罗德里格兹,达里尔·沙巴拉,阿丽夏·维加,喜剧,动作,美国,6.3,0
3794,死亡空间：坍塌,Chuck Patton,Kelly Hu,Bruce Boxleitner,科幻,动画,美国,6.6,0
3795,睡眠经销商,Alex Rivera,蕾奥娜·维埃拉,贾克波·瓦格斯,科幻,UNK,美国,6.5,0
3796,太空堡垒卡拉狄加：利刃,菲利克斯·因瑞奎兹·阿卡拉,翠西亚·希弗,爱德华·詹姆斯·奥莫斯,剧情,动作,美国,7.6,1
3799,飞向太空2002,史蒂文·索德伯格,乔治·克鲁尼,娜塔莎· 麦克艾霍恩,剧情,爱情,美国,6.6,0
3800,异种4,Nick Lyon,Edy Arellano,Marco Bacuzzi,科幻,惊悚,美国,5.0,0
3801,我的超级前女友,伊万·雷特曼,乌玛·瑟曼,卢克·威尔逊,剧情,喜剧,美国,5.6,0
3806,虫洞效应,罗伯特·沙耶,Chris O'Neil,莱茵侬·雷-瑞恩,剧情,科幻,美国,6.8,0
3807,逆流的色彩,什恩·卡鲁斯,艾米·西米茨,蒂亚戈·马丁斯,剧情,科幻,美国,6.1,0
3810,20世纪少年,堤幸彦,唐泽寿明,丰川悦司,科幻,悬疑,日本,6.8,0
3813,雷管,Shane Carruth,Shane Carruth,大卫·苏利文,剧情,科幻,美国,6.6,0
3815,墨水,Jamin Winans,Chris Kelly,Jason Krznarich,动作,科幻,美国,7.1,1
3816,死亡幻觉2,Chris Fisher,黛维·切斯,布莱恩娜·伊维根,科幻,悬疑,美国,5.5,0
3817,神童,Antoine Charreyron,Jeffrey Evan Thomas,Lauren Ashley Carter,科幻,动画,法国,6.2,0
3818,超能游戏者,保罗·萨纳耶夫,亚力克萨·巴杜科夫,谢尔盖·布鲁诺夫,动作,科幻,俄罗斯,5.4,0
3819,钢铁侠：噬甲危机,浜崎博嗣,诺曼·瑞杜斯,马修·默瑟,动作,科幻,日本,5.7,0
3820,戴夫号飞船,布莱恩·罗宾斯,艾迪·墨菲,伊丽莎白·班克斯,喜剧,爱情,美国,6.5,0
3822,八脚怪,埃洛瑞·埃卡伊姆,大卫·阿奎特,卡瑞·伍尔,喜剧,动作,美国,5.9,0
3825,飞出个未来大电影1：班德大行动,Dwayne Carey-Hill,比利·维斯特,凯特蕾·萨加尔,喜剧,动作,美国,8.5,1
3829,新邻里联防,阿吉瓦·沙弗尔,乔纳·希尔,本·斯蒂勒,喜剧,科幻,美国,6.1,0
3830,末日浩劫,大卫·帕斯特尔 ,奎姆·古铁雷兹,何塞·科罗纳,科幻,惊悚,西班牙,5.5,0
3831,火星上的最后时日,卢埃里·罗宾森,列维·施瑞博尔,萝玛拉·嘉瑞,科幻,惊悚,英国,5.0,0
3837,蠢蛋进化论,迈克·乔吉,卢克·威尔逊,玛娅·鲁道夫,喜剧,科幻,美国,6.5,0
3838,正义联盟：两个地球的危机,Sam Liu ,Mark Harmon,William Baldwin,动作,科幻,美国,7.1,1
3839,非常小特工之时间大盗,罗伯特·罗德里格兹,杰西卡·阿尔芭,杰里米·皮文,喜剧,动作,美国,5.6,0
3840,地球回音,戴夫·格林,Teo Halm,Astro,科幻,家庭,美国,6.1,0
3843,光晕：传奇,荒牧伸志 ,Andy McAvin,UNK,动作,科幻,美国,7.2,1
3844,超人集中营,Peter Hewitt,蒂姆·艾伦,柯特妮·考克斯,动作,科幻,美国,5.4,0
3848,正义联盟：战争,杰伊·欧力瓦,西恩·奥斯汀,扎克·卡利森,动作,科幻,美国,7.6,1
3852,爱的就是你,查理·麦克道威尔,马克·杜普拉斯,伊丽莎白·莫斯,爱情,科幻,美国,7.2,1
3855,绿灯侠：首次飞行,劳伦·蒙哥马利,克里斯托弗·米洛尼,维克多·加博,动作,科幻,美国,6.6,0
3856,星际之门：时空连续,Martin Wood,本·布劳德,迈克尔·山克斯,动作,科幻,加拿大,6.6,0
3861,超世纪战神,安布哈雅·辛哈,沙鲁克·汗,卡琳娜·卡普尔,动作,科幻,美国,5.9,0
3863,一声惊雷,彼得·海姆斯,杰迈玛·卢珀,大卫·奥伊罗,动作,科幻,德国,5.5,0
3866,超级英雄,克雷格·麦辛,德雷克·贝尔,萨拉·帕克斯顿,喜剧,动作,美国,6.3,0
3867,绿灯侠：翡翠骑士,Chris Berkeley ,内森·菲利安,伊丽莎白·莫斯,动作,科幻,美国,6.6,0
3871,八面埋伏,雷尼·哈林,艾恩·贝利,小克利夫顿·克林斯,剧情,悬疑,美国,7.5,1
3872,机械师,布拉德·安德森,克里斯蒂安·贝尔,詹妮弗·杰森·李,剧情,悬疑,西班牙,7.5,1
3874,生死停留,马克·福斯特,伊万·麦克格雷格,瑞恩·高斯林,剧情,悬疑,美国,7.5,1
3875,天使与魔鬼,朗·霍华德,汤姆·汉克斯,伊万·麦克格雷格,悬疑,惊悚,美国,7.2,1
3876,终极面试,斯图尔特·哈泽尔丁,卢克·梅伯利,科林·萨蒙,悬疑,惊悚,英国,6.9,0
3877,影子写手,罗曼·波兰斯基,伊万·麦克格雷格,皮尔斯·布鲁斯南,剧情,悬疑,法国,7.5,1
3878,致命伴旅,弗洛里安·亨克尔·冯·多纳斯马,约翰尼·德普,安吉丽娜·朱莉,剧情,悬疑,美国,6.6,0
3879,捉迷藏,约翰·波尔森,罗伯特·德尼罗,达科塔·范宁,悬疑,惊悚,美国,7.3,1
3880,斯托克,朴赞郁,米娅·华希科沃斯卡,妮可·基德曼,剧情,悬疑,美国,7.4,1
3882,不明身份,佐米·希尔拉,连姆·尼森,黛安·克鲁格,剧情,悬疑,美国,6.9,0
3883,神秘河,克林特·伊斯特伍德,西恩·潘,蒂姆·罗宾斯,剧情,悬疑,美国,7.8,1
3886,龙纹身的女孩,涅尔斯·阿登·欧普勒夫,迈克尔·恩奎斯特,彼得·哈贝尔,剧情,悬疑,瑞典,7.5,1
3887,孤堡惊情,胡安·安东尼奥·巴亚纳,贝伦·鲁艾达,费尔南多·卡约,剧情,悬疑,西班牙,7.4,1
3890,秘窗,大卫·凯普,约翰尼·德普,约翰·特托罗,悬疑,惊悚,美国,7.0,1
3891,大追捕,周显扬,张家辉,任达华,剧情,动作,香港,7.0,1
3893,玩命记忆,西蒙·布兰德,格雷戈·金尼尔,布丽姬·穆娜,剧情,悬疑,美国,7.1,1
3894,豺狼计划,Jeff Wadlow,朱利安·莫里斯,林蒂·布丝,悬疑,惊悚,美国,7.3,1
3895,破绽,格里高利·霍布里特,安东尼·霍普金斯,瑞恩·高斯林,剧情,悬疑,美国,7.3,1
3896,香草的天空,卡梅伦·克罗,汤姆·克鲁斯,佩内洛普·克鲁兹,爱情,科幻,美国,7.3,1
3897,黑色大丽花,布莱恩·德·帕尔玛,乔什·哈奈特,斯嘉丽·约翰逊,剧情,悬疑,美国,6.5,0
3898,电梯里的恶魔,John Erick Dowdle,克里斯·梅西纳,罗根·马歇尔-格林,悬疑,惊悚,美国,6.4,0
3900,八美图,弗朗索瓦·欧容,达尼尔·达黎欧,凯瑟琳·德纳芙,喜剧,悬疑,法国,7.8,1
3902,宿敌,丹尼斯·维伦纽瓦,杰克·吉伦哈尔,梅拉尼·罗兰,悬疑,惊悚,加拿大,6.9,0
3904,失眠症,克里斯托弗·诺兰,阿尔·帕西诺,希拉里·斯万克,剧情,悬疑,美国,7.3,1
3905,空中危机,罗伯特·斯文克,朱迪·福斯特,彼得·萨斯加德,剧情,悬疑,美国,7.0,1
3906,深度谜案,阿莱克斯·德拉·伊格莱希亚,伊利亚·伍德,约翰·赫特,悬疑,惊悚,西班牙,6.7,0
3907,来自地狱,艾尔伯特·休斯 ,约翰尼·德普,海瑟·格拉汉姆,悬疑,惊悚,美国,7.3,1
3909,在我入睡前,罗温·乔夫,妮可·基德曼,科林·费尔斯,悬疑,惊悚,英国,6.3,0
3910,B+侦探,彭顺,郭富城,廖启智,剧情,悬疑,香港,5.7,0
3911,战略特勤组,格雷格·乔丹,麦克·辛,塞缪尔·杰克逊,剧情,悬疑,美国,7.8,1
3913,乘客,罗德里格·加西亚,安妮·海瑟薇,帕特里克·威尔森,剧情,爱情,美国,6.6,0
3914,死神来了5,史蒂文·奎里,麦尔斯·费舍,尼克·达歌斯托,悬疑,惊悚,美国,6.4,0
3915,密室之不可靠岸,张番番,苏有朋,杨坤,剧情,悬疑,中国大陆,5.2,0
3916,C+侦探,彭顺,郭富城,廖启智,剧情,悬疑,香港,6.5,0
3917,极限空间,路易斯·佩德拉希塔 ,路易斯·奥马,阿雷胡·苏拉斯,悬疑,惊悚,西班牙,6.6,0
3918,当你熟睡,豪梅·巴拿盖鲁,路伊斯·托沙,玛塔·埃图娜,悬疑,惊悚,西班牙,7.3,1
3919,卢浮魅影,让-保尔·萨罗米,苏菲·玛索,米歇尔·塞罗,悬疑,恐怖,法国,6.6,0
3920,乌鸦,詹姆斯·麦克特格,约翰·库萨克,爱丽丝·伊芙,悬疑,惊悚,美国,6.6,0
3921,东方快车谋杀案,菲利普·马丁,大卫·苏切特,艾琳·阿特金斯,剧情,悬疑,英国,7.9,1
3923,好奇害死猫,张一白,刘嘉玲,胡军,剧情,爱情,中国大陆,6.3,0
3924,高度怀疑,彼得·海姆斯,杰西·麦特卡尔菲,迈克尔·道格拉斯,剧情,悬疑,美国,7.2,1
3925,88分钟,乔恩·阿维奈,阿尔·帕西诺,特里尔比·格洛弗,剧情,悬疑,德国,6.5,0
3926,夺命手术,Joby Harold,海登·克里斯滕森,杰西卡·阿尔芭,悬疑,惊悚,美国,7.2,1
3927,完美逃亡,大卫·杜西,米拉·乔沃维奇,玛丽·谢尔顿,动作,悬疑,美国,6.8,0
3928,女蛹,邱处机,张榕容,任泉,悬疑,惊悚,中国大陆,6.5,0
3930,失踪宝贝,本·阿弗莱克,卡西·阿弗莱克,米歇尔·莫纳汉,剧情,悬疑,美国,7.8,1
3931,最佳嫌疑人,张承,苏有朋,陈乔恩,喜剧,爱情,中国大陆,5.8,0
3935,后窗惊魂,D·J·卡卢索,希亚·拉博夫,萨拉·罗默尔,悬疑,惊悚,美国,6.5,0
3936,完美陌生人,詹姆斯·弗雷,哈莉·贝瑞,布鲁斯·威利斯,剧情,悬疑,美国,6.6,0
3937,不朽的园丁,费尔南多·梅里尔斯,拉尔夫·费因斯,蕾切尔·薇兹,剧情,悬疑,英国,8.0,1
3938,机动杀人,D·J·卡卢索,安吉丽娜·朱莉,伊桑·霍克,剧情,悬疑,美国,7.0,1
3939,灵数23,乔·舒马赫,金·凯瑞,维吉妮娅·马德森,剧情,悬疑,美国,6.5,0
3940,高斯福庄园,罗伯特·奥特曼,玛吉·史密斯,迈克尔·刚本,剧情,喜剧,英国,7.8,1
3943,守望者：罪恶迷途,非行,任达华,陈思诚,剧情,悬疑,中国大陆,6.8,0
3944,足迹,肯尼思·布拉纳,迈克尔·凯恩,裘德·洛,剧情,悬疑,美国,7.5,1
3946,暗流,马修·卡索维茨,让·雷诺,文森特·卡索,悬疑,惊悚,法国,7.4,1
3947,本能2,迈克尔·卡顿-琼斯,莎朗·斯通,大卫·莫瑞瑟,悬疑,惊悚,美国,5.6,0
3948,不请自来,Charles Guard ,艾米莉·布朗宁,阿莉尔·凯贝尔,剧情,悬疑,美国,6.8,0
3949,同谋,彭顺,郭富城,张家辉,剧情,悬疑,香港,4.9,0
3950,密室之不可告人,张番番,苏有朋,吴佩慈,悬疑,惊悚,中国大陆,5.8,0
3952,白丝带,迈克尔·哈内克,Christian Friedel,Ernst Jacobi,剧情,悬疑,德国,8.0,1
3953,寂静岭,克里斯多夫·甘斯,祖蒂·弗兰,拉妲·米契尔,剧情,悬疑,加拿大,7.4,1
3954,匿名者,罗兰·艾默里奇,瑞斯·伊凡斯,瓦妮莎·雷德格瑞夫,剧情,悬疑,英国,7.9,1
3955,雾气蒙蒙,罗兰·苏素·里希特,瑞恩·菲利普,萨拉·波莉,悬疑,惊悚,英国,7.1,1
3956,阁楼,艾瑞克·范·洛依,肯·德·布沃,Filip Peeters,剧情,爱情,比利时,7.0,1
3957,生命之旅,Agnieszka Wojtowicz-Vosloo,连姆·尼森,克里斯蒂娜·里奇,剧情,悬疑,美国,6.9,0
3958,九人禁闭室,Steven R. Monroe,丹尼斯·霍珀,凯莉·布鲁克,剧情,悬疑,英国,6.0,0
3959,再生门,安诺·绍尔,麦斯·米科尔森,洁西卡·史瓦兹,悬疑,惊悚,德国,7.3,1
3960,致命切割,Kongkiat Khomsiri,Chatchai Plengpanich,亚瑞克·阿莫苏帕西瑞,悬疑,惊悚,泰国,7.5,1
3961,不要回头,玛丽娜·德·范,莫妮卡·贝鲁奇,苏菲·玛索,剧情,悬疑,法国,6.3,0
3963,情谜,黎妙雪,舒淇,余文乐,剧情,爱情,中国大陆,5.6,0
3964,夺命手机,格雷格·马克斯,夏恩·韦斯特,爱德华·伯恩斯,动作,悬疑,美国,6.2,0
3968,国家要案,凯文·麦克唐纳,罗素·克劳,本·阿弗莱克,剧情,悬疑,美国,6.9,0
3969,神秘村,M·奈特·沙马兰,布莱丝·达拉斯·霍华德,杰昆·菲尼克斯,悬疑,惊悚,美国,6.9,0
3970,地狱医院,布拉德·安德森,凯特·贝金赛尔,吉姆·斯特吉斯,悬疑,惊悚,美国,6.9,0
3971,梦宅诡影,吉姆·谢里丹,丹尼尔·克雷格,蕾切尔·薇兹,剧情,悬疑,美国,6.2,0
3972,全城通缉,汪涛,刘烨,赵文卓,剧情,悬疑,中国大陆,4.4,0
3973,黑暗乡村,托马斯·简,朗·普尔曼,托马斯·简,悬疑,惊悚,美国,6.5,0
3974,罪与罚,周显扬,郭富城,张钧甯,剧情,悬疑,香港,6.6,0
3975,老男孩,斯派克·李,乔什·布洛林,伊丽莎白·奥尔森,剧情,动作,美国,6.3,0
3976,13骇人游戏,楚克‧萨克瑞科,Krissada Terrence,Sarunyu Wongkrachang,悬疑,惊悚,泰国,6.7,0
3977,夺命追踪,埃托尔·达利亚,阿曼达·塞弗里德,韦斯·本特利,剧情,悬疑,美国,5.9,0
3979,不死劫,M·奈特·沙马兰,布鲁斯·威利斯,塞缪尔·杰克逊,剧情,悬疑,美国,6.7,0
3980,所有美好的东西,Andrew Jarecki,瑞恩·高斯林,克斯汀·邓斯特,剧情,悬疑,美国,6.8,0
3982,翻译风波,西德尼·波拉克,妮可·基德曼,西恩·潘,剧情,悬疑,美国,6.6,0
3983,预言,Mennan Yapo,桑德拉·布洛克,朱利安·麦克马洪,剧情,悬疑,美国,6.7,0
3986,不可告人,吉约姆·卡内,弗朗索瓦·克鲁塞,玛丽-乔西·克罗兹,剧情,悬疑,法国,7.2,1
3987,寂静岭2,迈克尔·巴塞特,肖恩·宾,凯瑞-安·莫斯,悬疑,惊悚,法国,5.4,0
3988,鬼打墙,Jack Heller,萨拉·帕克斯顿,斯科特·伊斯特伍德,悬疑,惊悚,美国,7.4,1
3989,旧日噩梦,Norbert Caoili ,Aaron Blakely,Kellee Bradley,悬疑,惊悚,美国,7.1,1
3991,觉醒,尼克·墨菲,丽贝卡·豪尔,多米尼克·威斯特,悬疑,惊悚,英国,6.8,0
3992,温柔地杀我,陈凯歌,海瑟·格拉汉姆,约瑟夫·费因斯,剧情,爱情,美国,6.3,0
3993,青魇,邱礼涛,黄轩,薛凯琪,剧情,悬疑,中国大陆,6.0,0
3994,布鲁克斯先生,布鲁斯·A·埃文斯,凯文·科斯特纳,威廉·赫特,剧情,悬疑,美国,7.6,1
3995,转轮手枪,盖·里奇,杰森·斯坦森,雷·利奥塔,剧情,悬疑,法国,7.1,1
4000,双瞳,陈国富,梁家辉,刘若英,悬疑,恐怖,香港,7.0,1
4001,迈克尔·克莱顿,托尼·吉尔罗伊,乔治·克鲁尼,汤姆·威尔金森,剧情,悬疑,美国,7.1,1
4003,异教徒,尼尔·拉布特,尼古拉斯·凯奇,莉莉·索博斯基,悬疑,惊悚,美国,5.6,0
4005,死亡录像,豪梅·巴拿盖鲁 ,曼奴拉·沃拉斯科,Claudia Font,悬疑,恐怖,西班牙,7.5,1
4006,尼罗河上的惨案,安迪·威尔逊,大卫·苏切特,詹姆斯·福克斯,剧情,悬疑,英国,8.5,1
4007,无夜不漫长,Tom Shankland,李·威廉姆斯,马克·沃伦,剧情,悬疑,英国,7.7,1
4008,玩叛游戏,Marcel Langenegger,伊万·麦克格雷格,休·杰克曼,剧情,悬疑,美国,6.4,0
4010,庇护所,曼斯·马林德 ,乔纳森·莱斯·梅耶斯,朱丽安·摩尔,悬疑,惊悚,美国,6.4,0
4012,红灯,罗德里格·科特兹,基里安·墨菲,西格妮·韦弗,剧情,悬疑,美国,6.9,0
4014,幽灵船,史蒂芬·贝克,加布里埃尔·伯恩,朱丽安娜· 玛格丽丝,悬疑,惊悚,美国,6.7,0
4016,高个夜魔,Pascal Laugier,杰西卡·贝尔,威廉·B·戴维斯,悬疑,惊悚,美国,6.5,0
4017,泳池情杀案,弗朗索瓦·欧容,夏洛特·兰普林,露迪芬·莎妮,剧情,悬疑,法国,7.3,1
4018,亚特兰蒂斯之心,斯科特·希克斯,安东尼·霍普金斯,安东·叶利钦,剧情,悬疑,美国,8.2,1
4019,灵动：鬼影实录,Oren Peli,凯蒂·菲德斯通,Micah Sloat,悬疑,恐怖,美国,6.4,0
4020,玩火的女孩,丹尼尔·阿尔弗雷森,迈克尔·恩奎斯特,劳米·拉佩斯,悬疑,惊悚,瑞典,6.7,0
4021,克洛伊,阿托姆·伊戈扬,朱丽安·摩尔,连姆·尼森,悬疑,同性,美国,7.4,1
4025,追凶,彭发,刘青云,王宝强,悬疑,惊悚,香港,4.3,0
4026,隐藏摄像机,迈克尔·哈内克,丹尼尔·奥图,朱丽叶·比诺什,剧情,悬疑,法国,7.6,1
4028,9号谋杀案,Brad Anderson,大卫·卡罗素,Stephen Gevendon,悬疑,恐怖,美国,6.8,0
4029,内陆帝国,大卫·林奇,劳拉·邓恩,杰瑞米·艾恩斯,剧情,悬疑,法国,7.4,1
4030,天启四骑士,乔纳斯·阿克伦德,丹尼斯·奎德,章子怡,剧情,悬疑,加拿大,5.2,0
4032,附身,文森佐·纳塔利,阿比盖尔·布蕾斯琳,大卫·休莱特,悬疑,惊悚,加拿大,6.4,0
4034,死路,让-巴普蒂斯特·安德烈 Jean-Baptiste Andrea ,亚历山德拉·霍尔登,雷·怀斯,喜剧,悬疑,法国,7.1,1
4035,超时空来电,Matthew Parkhill,史蒂芬·莫耶,蕾切尔·勒费夫尔,悬疑,惊悚,英国,6.9,0
4036,火线特攻,乔恩·阿维奈,罗伯特·德尼罗,阿尔·帕西诺,剧情,悬疑,美国,6.5,0
4037,穿越西伯利亚,布拉德·安德森,艾米莉·莫迪默,伍迪·哈里森,剧情,悬疑,英国,6.8,0
4038,基地疑云,约翰·麦克蒂尔南,约翰·特拉沃尔塔,塞缪尔·杰克逊,剧情,悬疑,美国,6.9,0
4040,一级重罪,卡尔·弗兰克林,艾什莉·贾德,摩根·弗里曼,剧情,悬疑,美国,6.9,0
4045,小镇怪客托马斯,斯蒂芬·索莫斯,安东·叶利钦,爱迪生·蒂姆林,悬疑,惊悚,美国,6.7,0
