,title,director,actor0,actor1,genre0,genre1,district,rate,rm
4046,隐秘,朱塞佩·托纳多雷,克塞妮娅·拉帕波特,Piera Degli Esposti,剧情,悬疑,意大利,8.1,1
4047,虐童疑云,约翰·帕特里克·尚利,梅丽尔·斯特里普,菲利普·塞默·霍夫曼,剧情,悬疑,美国,7.6,1
4051,激情,布莱恩·德·帕尔玛,瑞秋·麦克亚当斯,劳米·拉佩斯,剧情,悬疑,德国,6.1,0
4054,雪盲,多米尼克·塞纳,凯特·贝金赛尔,盖布瑞·马赫特,动作,悬疑,美国,5.8,0
4055,死亡派对,解航,袁咏仪,高圣远,剧情,悬疑,中国大陆,5.9,0
4057,鬼影人,马修·卡索维茨,哈莉·贝瑞,佩内洛普·克鲁兹,悬疑,惊悚,美国,6.5,0
4058,第39号案件,克里斯蒂安·阿瓦特,蕾妮·齐薇格,布莱德利·库珀,悬疑,惊悚,美国,6.7,0
4059,神秘群岛,Craig Rosenberg,黛米·摩尔,Therese Bradley,剧情,悬疑,英国,6.6,0
4060,夺命心跳,张琦,林熙蕾,梁家辉,悬疑,惊悚,中国大陆,5.1,0
4061,追凶,莱恩·约翰逊,约瑟夫·高登-莱维特,诺拉·泽特纳,剧情,悬疑,美国,7.0,1
4064,存身,杰夫·尼克尔斯,迈克尔·珊农,杰西卡·查斯坦,剧情,悬疑,美国,6.9,0
4065,满洲候选人,乔纳森·戴米,丹泽尔·华盛顿,梅丽尔·斯特里普,剧情,悬疑,美国,6.8,0
4067,何处寻真相,阿托姆·伊戈扬,凯文·贝肯,科林·费尔斯,剧情,悬疑,加拿大,6.8,0
4068,房客,David Ondaatje,阿尔弗雷德·莫里纳,霍普·戴维斯,剧情,悬疑,美国,7.1,1
4070,心智相投,Gregory J. Read,埃迪·雷德梅恩,汤姆·斯图里奇,悬疑,惊悚,澳大利亚,7.5,1
4071,黑暗侵袭,尼尔·马歇尔,肖娜·麦克唐纳,娜塔莉·杰克逊·门多萨,剧情,悬疑,英国,7.6,1
4073,心战,陈翊恒 ,任达华,黄德斌,悬疑,惊悚,香港,4.2,0
4074,中毒(美版),乔尔·贝格沃尔 ,莎拉·米歇尔·盖拉,李·佩斯,剧情,爱情,美国,6.1,0
4075,妖夜回廊,李志超,吴彦祖,蒋怡,剧情,悬疑,香港,6.1,0
4076,诡丝,苏照彬,张震,陈柏霖,剧情,科幻,台湾,6.9,0
4077,灵异拼图,约瑟夫·鲁本,朱丽安·摩尔,安东尼·爱德华兹,剧情,科幻,美国,6.1,0
4078,夺面解码,皮托夫,杰拉尔·德帕迪约,吉约姆·卡内,悬疑,惊悚,法国,6.9,0
4079,12怒汉：大审判,尼基塔·米哈尔科夫,谢尔盖·马科韦茨基,尼基塔·米哈尔科夫,剧情,悬疑,俄罗斯,8.5,1
4080,变节：潜罪犯,邱礼涛,谢天华,吴镇宇,动作,悬疑,香港,6.1,0
4081,蛛丝马迹,李·塔玛霍瑞,摩根·弗里曼,莫妮卡·波特,悬疑,惊悚,德国,6.7,0
4082,惊声尖叫4,韦斯·克雷文,内芙·坎贝尔,柯特妮·考克斯,悬疑,恐怖,美国,6.1,0
4083,笔仙3,安兵基,江一燕,焦俊艳,悬疑,惊悚,中国大陆,4.2,0
4086,形影不离,伍仕贤,凯文·史派西,吴彦祖,剧情,喜剧,中国大陆,5.9,0
4087,啤酒谋杀案,保罗·安文,大卫·苏切特,UNK,爱情,悬疑,英国,8.5,1
4089,梦游,彭顺,李心洁,霍思燕,悬疑,惊悚,香港,5.0,0
4090,人山人海,蔡尚君,陈建斌,陶虹,剧情,悬疑,中国大陆,6.6,0
4091,小贼、美女和妙探,沙恩·布莱克,小罗伯特·唐尼,方·基默,喜剧,动作,美国,7.1,1
4094,暗夜恐惧,Blutch ,Gil Alma,Aure Atika,剧情,动画,法国,8.0,1
4095,鬼影,班庄·比辛达拿刚 ,Achita Sikamana,阿南达·爱华灵咸,悬疑,恐怖,泰国,7.7,1
4096,鬼镜,亚历山大·阿嘉,基弗·萨瑟兰,宝拉·巴顿,悬疑,惊悚,美国,6.8,0
4097,惊魂眼,山姆·雷米,凯特·布兰切特,乔瓦尼·瑞比西,剧情,悬疑,美国,6.6,0
4098,隐形人,大卫·S·高耶,贾斯汀·查特文,玛格丽塔·莱维瓦,剧情,悬疑,美国,6.5,0
4099,替身,Michael Brandt,史蒂芬·莫耶,托弗·戈瑞斯,剧情,悬疑,美国,6.5,0
4100,圣歌,Eric Valette,Gérald Laroche,菲利普·劳登巴赫,悬疑,恐怖,法国,7.3,1
4102,继父,尼尔森·麦科米克,安布尔·赫德,佩恩·拜德格雷,悬疑,惊悚,美国,5.8,0
4103,笔仙,安兵基,梅婷,郭京飞,悬疑,恐怖,中国大陆,4.7,0
4105,不良教育,佩德罗·阿莫多瓦,盖尔·加西亚·贝纳尔,费雷·马丁内兹,剧情,悬疑,西班牙,8.2,1
4109,无底洞,江涛,沙溢,瞿颖,剧情,喜剧,中国大陆,6.8,0
4110,暗夜列车,Brian King,莉莉·索博斯基,史蒂夫·茨恩,动作,悬疑,美国,6.8,0
4112,惊声尖叫3,韦斯·克雷文,内芙·坎贝尔,列维·施瑞博尔,悬疑,恐怖,美国,6.2,0
4113,阳光下的罪恶,Brian Farnham,大卫·苏切特,休·弗拉瑟,剧情,悬疑,英国,8.2,1
4114,特别响，非常近,史蒂芬·戴德利,桑德拉·布洛克,汤姆·汉克斯,剧情,悬疑,美国,7.6,1
4116,证据,奥拉顿德·奥逊山米,诺兰·杰拉德·冯克,史蒂芬·莫耶,悬疑,惊悚,美国,6.3,0
4117,魔法奇幻秀,特瑞·吉列姆,希斯·莱杰,克里斯托弗·普卢默,悬疑,奇幻,英国,6.9,0
4119,监视,詹妮弗·林奇,比尔·普尔曼,朱莉娅·奥蒙德,剧情,悬疑,美国,6.7,0
4120,回归,佩德罗·阿莫多瓦,佩内洛普·克鲁兹,卡门·毛拉,剧情,喜剧,西班牙,8.1,1
4121,九度空间,约翰·奥古斯特,瑞恩·雷诺兹,霍普·戴维斯,剧情,科幻,美国,6.7,0
4122,诡爱,梁婷,辛芷蕾,成毅,悬疑,惊悚,中国大陆,4.9,0
4123,危险辩护,约翰·克劳利,艾瑞克·巴纳,丽贝卡·豪尔,悬疑,惊悚,英国,6.1,0
4124,东方的承诺,大卫·柯南伯格,维果·莫腾森,娜奥米·沃茨,剧情,悬疑,英国,7.4,1
4125,洞,Nick Hamm,Thora Birch,Keira Knightley,剧情,悬疑,英国,6.7,0
4127,危机四伏,罗伯特·泽米吉斯,米歇尔·菲佛,哈里森·福特,剧情,悬疑,美国,6.7,0
4129,我知道谁杀了我,Chris Sivertson,琳赛·洛翰,斯宾塞·加雷特,悬疑,惊悚,美国,5.8,0
4130,查无此人,朱敏江,于小伟,邬君梅,剧情,悬疑,中国大陆,5.2,0
4132,丑恶,阿努拉格·卡施亚普,阿莉雅·布哈特,苏莉温.查瓦拉,剧情,悬疑,印度,7.5,1
4133,鲸鱼马戏团,贝拉·塔尔 ,Lars Rudolph,Peter Fitz,剧情,悬疑,匈牙利,8.8,1
4134,金田一少年事件簿：吸血鬼传说杀人事件,池田健司,龟梨和也,上野树里,悬疑,UNK,日本,6.9,0
4135,血迷宫：1974,朱里安·杰拉德,安德鲁·加菲尔德,大卫·莫瑞瑟,剧情,悬疑,英国,6.9,0
4136,好莱坞庄园,Allen Coulter,艾德里安·布洛迪,本·阿弗莱克,剧情,悬疑,美国,6.4,0
4137,八墓村,星护,稻垣吾郎,小日向文世,悬疑,恐怖,日本,7.3,1
4138,无知无觉,胡安·卡洛斯·梅迪纳,亚历克斯·布伦德穆尔,托马斯·勒马尔奎斯,剧情,悬疑,法国,6.8,0
4140,黑死病,克里斯托弗·史密斯,肖恩·宾,卡里斯·范·侯登,剧情,悬疑,英国,6.2,0
4141,秘术,吴兵,安以轩,汪东城,悬疑,惊悚,中国大陆,2.5,0
4142,毛骨悚然,Jeff Crook ,Lauren Currie Lewis,Cody Darbe,悬疑,惊悚,美国,6.5,0
4146,双重时间,Giuseppe Capotondi,克塞妮娅·拉帕波特,费立波·提米,剧情,悬疑,意大利,6.6,0
4147,替身,古泽健,山崎贤人,桥本爱,悬疑,UNK,日本,4.7,0
4150,人皮客栈,伊莱·罗斯,杰伊·赫尔南德兹,德里克·理查德森,悬疑,惊悚,美国,6.6,0
4151,惊心动魄,邱礼涛,钟丽缇,方中信,悬疑,惊悚,香港,7.1,1
4153,谍海风云,米凯尔·哈弗斯特罗姆,约翰·库萨克,巩俐,剧情,爱情,美国,5.8,0
4155,魔鬼雷普利,莉莉安娜·卡瓦尼,约翰·马尔科维奇,雷·温斯顿,剧情,悬疑,意大利,7.1,1
4157,第十三个故事,James Kent,Sophie Turner,Vanessa Redgrave,剧情,悬疑,英国,6.8,0
4158,骗局,杰克·哥德博尔格,托马斯·哈登·丘奇,伊丽莎白·苏,剧情,悬疑,美国,6.6,0
4161,血腥拼图,克林特·伊斯特伍德,克林特·伊斯特伍德,杰夫·丹尼尔斯,剧情,动作,美国,6.7,0
4162,水中女妖,M·奈特·沙马兰,保罗·吉亚玛提,布莱丝·达拉斯·霍华德,喜剧,悬疑,美国,5.6,0
4163,血迷宫：1983,安南德·图克尔,大卫·莫瑞瑟,沃伦·克拉克,剧情,悬疑,英国,7.1,1
4164,怪兽屋,吉尔·克兰,米切尔·莫索,山姆·勒纳,喜剧,动画,美国,7.1,1
4166,玩尽杀绝4:四人组,Andy Hurst,Jillian Murray,Ashley Parker Angel,剧情,悬疑,美国,5.7,0
4167,犬神家族,市川昆,石坂浩二,松岛菜菜子,剧情,悬疑,日本,6.8,0
4170,潜伏2,温子仁,帕特里克·威尔森,萝丝·拜恩,惊悚,恐怖,美国,7.7,1
4172,死神的十字路口,班庄·比辛达拿刚 ,赖拉·邦雅淑,Maneerat Kham-uan,剧情,悬疑,泰国,7.4,1
4173,隔山有眼,亚历山大·阿嘉,亚伦·斯坦福,凯瑟琳·奎南,惊悚,恐怖,美国,6.6,0
4174,活死人黎明,扎克·施奈德,萨拉·波莉,文·瑞姆斯,动作,科幻,美国,7.4,1
4175,妈妈,安德斯·穆斯切蒂,杰西卡·查斯坦,尼古拉·科斯特-瓦尔道,恐怖,UNK,西班牙,6.6,0
4176,堕入地狱,山姆·雷米,艾莉森·洛曼,贾斯汀·朗,恐怖,UNK,美国,6.4,0
4177,詹妮弗的肉体,卡瑞恩·库萨马,梅根·福克斯,阿曼达·塞弗里德,喜剧,恐怖,美国,5.4,0
4178,黑暗侵袭2,约翰·哈里斯,Michael J. Reynolds,肖娜·麦克唐纳,惊悚,恐怖,英国,6.7,0
4179,厉鬼将映,Sopon Sukdapisit,辰塔维·塔纳西维,Punch-Vorakarn Rojjanavatchra,惊悚,恐怖,泰国,6.8,0
4180,恶魔的艺术2：邪降,Pasith Buranajan ,娜帕克帕发·纳克普拉西特,Hataiwan Ngamsukonpusit,恐怖,奇幻,泰国,7.5,1
4181,魔女嘉莉,金伯莉·皮尔斯,科洛·莫瑞兹,朱迪·格雷尔,剧情,恐怖,美国,5.8,0
4182,惊变28周,胡安·卡洛斯·弗雷斯纳迪罗,杰瑞米·雷纳,哈罗德·佩里诺,惊悚,恐怖,英国,6.7,0
4183,见鬼,彭发 ,李心洁,周俊伟,剧情,惊悚,香港,7.1,1
4184,鬼乱5,班庄·比辛达拿刚 ,哲拉予·拉翁马尼,雷·麦克唐纳,恐怖,UNK,泰国,7.2,1
4185,Office有鬼,麦子善 ,陈小春,冯德伦,剧情,悬疑,香港,6.5,0
4187,太平间闹鬼事件,Peter Cornwell,维吉妮娅·马德森,凯尔·加尔纳,剧情,惊悚,美国,6.9,0
4188,食人鱼3D,亚历山大·阿嘉,杰瑞·奥康奈尔,理查德·德莱弗斯,喜剧,惊悚,美国,5.9,0
4190,险恶,斯科特·德瑞克森,伊桑·霍克,文森特·多诺费奥,惊悚,恐怖,美国,6.4,0
4191,李碧华鬼魅系列：奇幻夜,陈嘉上 ,陈法拉,林家栋,恐怖,UNK,香港,6.6,0
4192,三更,金知云 ,黎明,曾志伟,悬疑,恐怖,香港,7.3,1
4193,鬼宿舍,Songyos Sugmakanan,查理·哲华,Chintara Sukapatana,剧情,恐怖,泰国,7.6,1
4196,李碧华鬼魅系列：迷离夜,任达华 ,任达华,元秋,恐怖,UNK,香港,6.6,0
4198,死亡录像2,豪梅·巴拿盖鲁 ,Ferrán Terraza,曼奴拉·沃拉斯科,悬疑,惊悚,西班牙,6.6,0
4199,阴齿,米切尔·利希藤斯坦,杰丝·威克斯勒,哈尔·阿普尔曼,喜剧,惊悚,美国,5.8,0
4200,恐怖废墟,卡特·史密斯,乔纳森·塔克,吉娜·马隆,惊悚,恐怖,美国,6.3,0
4201,见鬼十法,彭发 ,陈柏霖,杨淇,喜剧,惊悚,香港,6.4,0
4202,藏品,马库斯·邓斯坦,克里斯托弗·麦克唐纳,乔什·斯图沃特,动作,惊悚,美国,6.7,0
4203,黑衣女人,詹姆斯·瓦特金斯,丹尼尔·雷德克里夫,塞伦·希德,剧情,惊悚,英国,5.8,0
4204,鬼遮眼,迈克·弗拉纳根,凯伦·吉兰,布伦顿·思韦茨,恐怖,UNK,美国,6.6,0
4205,第一诫,唐永健,余文乐,郑伊健,动作,惊悚,香港,6.8,0
4206,死亡录像3：创世纪,Paco Plaza,拉蒂西亚·多瑞拉,Diego Martín,喜剧,惊悚,西班牙,5.6,0
4207,驱魔,Scott Derrickson,劳拉·琳妮,汤姆·威尔金森,剧情,惊悚,美国,7.5,1
4208,古宅心慌慌,郑保瑞,钟欣潼,蔡卓妍,喜剧,惊悚,中国大陆,5.2,0
4209,活死人之地,乔治·A·罗梅罗,西蒙·贝克,约翰·雷吉扎莫,科幻,恐怖,美国,6.5,0
4210,吓死鬼,Monthon Arayangkoon,Pitchanart Sakakorn,Apasiri Nitibhon,悬疑,惊悚,泰国,6.9,0
4211,致命弯道2,Joe Lynch,艾丽卡·李尔森,亨利·罗林斯,动作,惊悚,美国,6.4,0
4212,鬼哭神嚎,Andrew Douglas,瑞恩·雷诺兹,梅利莎·乔治,剧情,悬疑,美国,6.4,0
4213,连体阴,班庄·比辛达拿刚 ,玛莎·华顿娜柏妮,Vittaya Wasukraipaisan,剧情,惊悚,泰国,6.4,0
4214,新猛鬼街,塞缪尔·贝尔,杰基·厄尔·哈利,鲁妮·玛拉,悬疑,惊悚,美国,6.0,0
4215,鬼域,彭顺 ,李心洁,李彩桦,悬疑,惊悚,香港,6.3,0
4216,盂兰神功,张家辉,张家辉,刘心悠,惊悚,恐怖,香港,5.4,0
4217,古镜怪谈,阿甘 ,谢霆锋,林心如,剧情,爱情,香港,5.7,0
4219,地下墓穴,约翰·埃里克·道达尔,佩蒂塔·维克斯,本·费德曼,惊悚,恐怖,美国,6.5,0
4220,德州电锯杀人狂3D,约翰·卢森霍普,亚历珊德拉·达达里奥,坦妮娅·雷蒙德,惊悚,恐怖,美国,5.5,0
4223,新丧尸出笼,史蒂夫·迈纳,米娜·苏瓦丽,尼克·卡农,惊悚,恐怖,美国,6.4,0
4224,死魂盒,奥勒·博内代尔,杰弗里·迪恩·摩根,凯拉·塞吉维克,惊悚,恐怖,美国,5.8,0
4225,致命弯道3,Declan O'Brien,Tom Frederic,Janet Montgomery,惊悚,恐怖,美国,5.8,0
4226,刑房,罗伯特·罗德里格兹 ,库尔特·拉塞尔,罗莎里奥·道森,动作,惊悚,美国,7.8,1
4227,三更2,三池崇史 ,长谷川京子,渡部笃郎,恐怖,UNK,香港,7.1,1
4228,茱莉娅的眼睛,吉列尔莫·莫拉莱斯,贝伦·鲁艾达,路易斯·奥马,惊悚,恐怖,西班牙,6.8,0
4229,咒怨2(美版),清水崇,爱波·塔布琳,莎拉·米歇尔·盖拉,悬疑,恐怖,美国,6.3,0
4230,三十极夜,大卫·斯雷德,乔什·哈奈特,梅利莎·乔治,惊悚,恐怖,美国,6.3,0
4231,灵动：鬼影实录2,托德·威廉姆斯,Josh Bredehoft,UNK,惊悚,恐怖,美国,5.9,0
4232,切尔诺贝利日记,布莱德利·帕克,杰西·麦卡尼,乔纳森·萨多斯基,恐怖,UNK,美国,5.6,0
4233,杀出狂人镇,Breck Eisner,蒂莫西·奥利芬特,拉妲·米契尔,剧情,动作,美国,6.1,0
4235,你是下一个,亚当·温加德,沙妮·文森,尼古拉斯·图齐,惊悚,恐怖,美国,6.4,0
4236,墓地邂逅,The Vicious Brothers,Mackenzie Gray,Juan Riedinger,悬疑,恐怖,加拿大,6.5,0
4238,鬼三惊,Isara Nadee ,阿萍雅·萨库尔·加伦苏,霍嘉丝·芝华顾,恐怖,UNK,泰国,6.1,0
4239,救命,罗志良,林嘉欣,李心洁,剧情,惊悚,香港,6.6,0
4240,咒怨(美版),清水崇,莎拉·米歇尔·盖拉,比尔·普尔曼,悬疑,恐怖,美国,6.2,0
4241,午夜凶铃(美版),戈尔·维宾斯基,娜奥米·沃茨,马丁·亨德森,悬疑,恐怖,美国,6.3,0
4242,鬼书,詹妮弗·肯特,艾斯·戴维斯,诺亚·怀斯曼,惊悚,恐怖,澳大利亚,6.2,0
4244,佛莱迪大战杰森,于仁泰,罗伯特·英格兰德,肯·科齐格,惊悚,恐怖,美国,6.2,0
4245,怪物,郑保瑞,林嘉欣,舒淇,恐怖,UNK,中国大陆,6.4,0
4246,恶魔的艺术,Tanit Jitnukul,Arisa Wills,Supakson Chaimongkol,悬疑,恐怖,泰国,6.3,0
4248,灵动：鬼影实录3,Henry Joost ,Lauren Bittner,达斯汀·英格拉姆,惊悚,恐怖,美国,6.6,0
4250,殉难者,Pascal Laugier,莫贾娜·埃尔阿劳维,米兰妮·让帕诺米,剧情,惊悚,法国,6.9,0
4252,食人鱼3DD,约翰·古拉格,丹妮尔·帕娜贝克,马特·布什,喜剧,惊悚,美国,4.4,0
4253,魔窟,布鲁斯·亨特 Bruce Hunt,莫里斯·切斯纳特 Morris Chestnut,艾迪·斯比安 Eddie Cibrian,动作,惊悚,美国,6.1,0
4255,校墓处,钱文锜,徐天佑,张致恒,恐怖,UNK,香港,5.4,0
4256,我唾弃你的坟墓2,史蒂文·R·蒙若尔,杰玛·达兰德,乔·阿布索隆,惊悚,恐怖,美国,6.1,0
4257,怪谈新耳袋 电影版,吉田秋 ,竹中直人,坂井真纪,恐怖,UNK,日本,7.0,1
4258,无人生还,北村龙平,卢克·伊万斯,德里克·迈戈雅,惊悚,恐怖,美国,6.1,0
4259,致命录像带,格勒恩·马奎德 ,Calvin Reeder,莱恩·休斯,惊悚,恐怖,美国,6.2,0
4261,心中有鬼,滕华涛,黎明,刘若英,剧情,惊悚,中国大陆,5.6,0
4262,黑色星期五,马库斯·尼斯佩尔,贾德·帕达里克,丹妮尔·帕娜贝克,恐怖,UNK,美国,5.8,0
4263,灵异咒,白石晃士,松本まりか,アンガールズ,恐怖,UNK,日本,7.1,1
4264,惊心食人族,维克多·萨尔瓦,吉娜·菲利普斯,贾斯汀·朗,悬疑,恐怖,美国,5.9,0
4265,刺,托比·维尔金森,保罗·卡斯坦佐,Jill Wagner,剧情,科幻,美国,6.0,0
4266,来电惊魂,Simon West,卡米拉·贝勒,凯蒂·卡西迪,惊悚,恐怖,美国,6.0,0
4267,鬼影,落合正幸,乔舒亚·杰克逊,瑞切尔·泰勒,悬疑,惊悚,美国,6.2,0
4268,趣味游戏美国版,迈克尔·哈内克,娜奥米·沃茨,蒂姆·罗斯,剧情,惊悚,美国,6.6,0
4269,恐怖热线之大头怪婴,郑保瑞,吴镇宇,何超仪,恐怖,UNK,香港,6.5,0
4272,山村老尸II色之恶鬼,蓝志伟,王合喜,万绮雯,恐怖,UNK,香港,5.6,0
4274,预言,鹤田法男 (Norio Tsuruta),堀北真希 Maki Horikita,三上博史 Hiroshi Mikami,恐怖,UNK,日本,6.7,0
4277,婴尸,普安农,Arisara Tongborisuth,Pitchanart Sakakorn,惊悚,恐怖,泰国,5.6,0
4278,身在其中,亚历山大·布斯蒂罗 ,碧翠斯·黛尔,娜莎丽·罗赛,惊悚,恐怖,法国,6.6,0
4279,黑暗楼层,Pete Riski,斯凯·班尼特,Noah Huntley,恐怖,奇幻,芬兰,5.8,0
4280,异度见鬼,达维德·莫罗 ,杰西卡·阿尔芭,亚历桑德罗·尼沃拉,剧情,惊悚,美国,6.2,0
4281,生存游戏,William Brent Bell,乔恩·福斯特,萨米拉·阿姆斯特朗,惊悚,恐怖,美国,6.4,0
4282,见鬼2,彭发 ,舒淇,郭追,剧情,惊悚,香港,6.2,0
4283,驱魔警探,斯科特·德瑞克森,艾瑞克·巴纳,埃德加·拉米雷兹,动作,惊悚,美国,5.6,0
4285,五月魔女,路克·马克,安吉拉·贝蒂斯,杰瑞米·西斯托,剧情,悬疑,美国,6.8,0
4286,咒乐园,刘伟强,陈文媛,萧正楠,剧情,恐怖,香港,5.6,0
4288,怨鬼之家,Sopon Sukdapisit,萨哈拉·桑卡布理查,Plyathida Woramueik,恐怖,UNK,泰国,6.2,0
4289,仪式,米凯尔·哈弗斯特罗姆,安东尼·霍普金斯,科林·奥多霍诺,剧情,惊悚,美国,6.7,0
4290,最后一次驱魔,Daniel Stamm,帕特里克·法比安,路易斯·赫特哈姆,惊悚,恐怖,美国,6.1,0
4291,病院惊魂,约翰·卡朋特,安布尔·赫德,琳德西·冯塞卡,惊悚,恐怖,美国,6.1,0
4292,棺木,Ekachai Uekrongtham,莫文蔚,连凯,惊悚,恐怖,泰国,5.5,0
4293,婴灵恶泣,大卫·S·高耶,奥黛塔·安纳布尔,加里·奥德曼,悬疑,惊悚,美国,5.5,0
4295,东瀛鬼咒,中村义洋 ,白石加代子,远藤章造,惊悚,恐怖,日本,6.5,0
4296,幽灵人间,许鞍华,陈奕迅,舒淇,悬疑,恐怖,香港,6.0,0
4301,13骇人游戏,Daniel Stamm,朗·普尔曼,马克·韦伯,惊悚,恐怖,美国,6.5,0
4303,灵动：鬼影实录4,Henry Joost ,凯蒂·菲德斯通,凯瑟琳·牛顿,恐怖,UNK,美国,5.1,0
4306,致命录像带2,西蒙·巴雷特 ,Kelsy Abbott,Hannah Al Rashid,惊悚,恐怖,美国,6.6,0
4309,地铁惊魂,克里斯托弗·史密斯,Franka Potente,Vas Blackwood,悬疑,惊悚,英国,5.9,0
4310,鬼童院,吉尔莫·德尔·托罗,费尔南多·提尔弗,爱德华多·诺列加,悬疑,惊悚,西班牙,7.2,1
4311,鬼来电,Eric Valette,莎妮·索萨蒙,爱德华·伯恩斯,悬疑,惊悚,美国,5.8,0
4312,恐怖爆发,园子温,栗山千明,大杉涟,恐怖,UNK,日本,5.8,0
4314,太平间闹鬼事件2：佐治亚鬼屋事件,汤姆·艾尔金斯,凯缇·萨克霍夫,查德·迈克尔·墨瑞,剧情,惊悚,美国,5.7,0
4315,神秘感染,Eric England,Najarra Townsend,Caroline Williams,剧情,惊悚,美国,5.5,0
4316,错爱,彭发,余文乐,邓丽欣,恐怖,UNK,香港,6.0,0
4317,天黑请闭眼,阿甘,王志文,吴倩莲,恐怖,UNK,中国大陆,4.7,0
4318,兽餐,约翰·古拉格,克里丝塔·艾伦,娜维·罗华,喜剧,动作,美国,6.2,0
4319,隔离区,John Erick Dowdle,哥伦布·绍特,詹妮弗·卡朋特,悬疑,惊悚,美国,6.4,0
4320,裂口女,白石晃士,佐藤江梨子,加藤晴彦,恐怖,UNK,日本,5.1,0
4322,僵尸脱衣舞娘,Jay Lee,詹娜·詹姆森,罗伯特·英格兰德,喜剧,恐怖,美国,5.3,0
4327,雪山惊魂,Roar Uthaug,Ingrid Bolsø Berdal,UNK,剧情,悬疑,挪威,6.0,0
4328,稀人,清水崇,塚本晋也,Kazuhiro Nakahara,剧情,悬疑,日本,6.0,0
4330,狼溪,Greg McLean,John Jarratt,Cassandra Magrath,惊悚,恐怖,澳大利亚,5.8,0
4331,脆弱,豪梅·巴拿盖鲁,卡莉斯塔·弗洛克哈特,理查德·劳斯伯格,惊悚,恐怖,西班牙,6.4,0
4332,鬼使神差,彭顺 ,克里斯汀·斯图尔特,迪伦·麦克德莫特,剧情,惊悚,美国,6.1,0
4333,杰莎贝尔,凯文·格劳特,莎拉·斯努克,乔丽·卡特,惊悚,恐怖,美国,5.5,0
4334,疯羊,Jonathan King,Matthew Chamberlain,Tammy Davis,喜剧,恐怖,新西兰,5.7,0
4336,惊心食人族2,Victor Salva,Jonathan Breck,Nicki Lynn Aycox,惊悚,恐怖,美国,6.2,0
4337,驱魔人前传,雷尼·哈林,斯特兰·斯卡斯加德,伊沙贝拉·斯科鲁普科,惊悚,恐怖,美国,6.5,0
4339,折磨,德里克·李 ,德里克·李,克里夫·普洛斯,悬疑,惊悚,加拿大,6.5,0
4340,亡灵,D·凯瑞·普瑞尔,大卫·安德斯,克里斯·维尔德,喜剧,恐怖,美国,7.4,1
4343,人肉米粉,提瓦·马泰松,麦察蓉普拉,Anuway Niwartwong,惊悚,恐怖,泰国,5.9,0
4344,最后约翰死了,丹·卡斯卡拉里,蔡斯·威廉逊,罗勃·梅耶斯,喜剧,恐怖,美国,6.3,0
4345,咒怨3(美版),托比·维尔金森,玛丽娜·赛提斯,肖妮·史密斯,恐怖,UNK,美国,5.3,0
4347,格蕾丝,Paul Solet,乔丹·莱德,Stephen Park,剧情,惊悚,美国,5.6,0
4349,阿娘,安相勋,宋允儿,李东旭,爱情,悬疑,韩国,6.5,0
4350,死亡之雪2,托米·维尔科拉,爱丽达·阿察瑞儿,马丁·斯塔尔,喜剧,动作,挪威,7.0,1
4351,鬼女魔咒,雨宫庆太 ,中越典子,柄本佑,悬疑,惊悚,日本,6.5,0
4356,街尾之宅,Mark Tonderai,詹妮弗·劳伦斯,伊丽莎白·苏,惊悚,恐怖,美国,5.9,0
